Section,Mile,DTN,Elv,Desc,IndexSorted
12,"","","",Lake/pond/tank,1876
12,1124.5,0.0,479,Boiling Springs PA,1877
13,1124.6,1.9,524,S Ridge Rd,1878
13,"","","",PA 74 (York Road - north side only),1879
13,1126.5,1.0,544,State Rte 74,1880
13,1127.5,0.6,511,Lisburn Road,1881
13,"","","",Lisburn Rd,1882
13,1128.1,0.1,518,Boyer Rd,1883
13,1128.2,0.4,472,Lake/pond/tank,1884
13,1128.6,1.1,508,PA 641 (Trindle Road),1885
13,"","","",State Rte 641,1886
13,"","","",Ridge Dr,1887
13,1129.7,0.5,442,Hogestown Run,1888
13,1130.2,0.0,449,N Old Stonehouse Rd,1889
13,"","","",Lake/pond/tank,1890
13,1130.9,0.3,508,Appalachian Dr,1891
13,1131.2,0.0,465,Pennsylvania Tpke,1892
13,"","","",Pennsylvania Tpke,1893
13,1132.4,0.7,462,Harrisburg Pike,1894
13,1133.1,0.1,423,Cumberland,1895
13,1133.2,0.1,433,Bernheisel Bridge Rd,1896
13,1133.3,0.1,429,I-81,1897
13,1133.4,0.4,442,I-81,1898
13,1133.8,0.3,472,Country Club Rd,1899
13,1134.1,0.7,413,Lake/pond/tank,1900
13,"","","",Scott Farm,1901
13,1134.8,1.2,377,Conodoguinet Creek,1902
13,"","","",Sherwood Drive,1903
13,1136.0,0.9,393,Sherwood Dr,1904
13,1136.9,1.9,492,Wertzville Rd,1905
13,1138.8,0.1,1250,Perry,1906
13,1138.9,1.9,1223,Darlington,1907
13,1140.8,0.3,679,Millers Gap Rd,1908
13,"","","",PA 850,1909
13,1141.1,0.3,656,State Rte 850,1910
13,1141.4,3.4,593,Fishing Creek,1911
13,1144.8,1.5,1309,Cove Mountain,1912
13,1146.3,1.6,1240,Cove Mountain,1913
13,1147.9,0.2,1108,Perry,1914
13,1148.1,0.8,1095,Hawk Rock,1915
13,1148.9,0.4,551,No Official Name Or Unknown,1916
13,1149.3,0.1,354,Little Boston Rd,1917
13,1149.4,0.1,351,Sherman Creek Rd,1918
13,"","","",Shermans Creek,1919
13,1149.5,0.1,357,Mountain St,1920
13,1149.6,0.1,360,Fisher St,1921
13,"","","",Morgan St,1922
13,"","","",E Main St,1923
13,1149.7,0.0,357,US Hwy 11,1924
13,"","","",Main St,1925
13,"","","",Little Juniata Creek,1926
13,1149.8,0.1,347,Walnut St,1927
13,1149.9,0.1,354,Apple St,1928
13,"","","",Cumberland St,1929
13,"","","",Maple St,1930
13,"","","",Ann St,1931
13,1150.0,0.1,364,Plum St,1932
13,"","","",Broadway Ave,1933
13,1150.1,0.1,367,Jones St,1934
13,"","","",Green St,1935
13,1150.2,0.1,367,Chestnut St,1936
13,"","","",Cherry St,1937
13,1150.3,0.0,367,Hickory St,1938
13,1150.5,0.1,360,Clark St,1939
13,1150.6,0.1,370,Martha St,1940
13,"","","",Susan St,1941
13,"","","",Duncannon  PA 17020,1942
13,1150.7,0.0,370,Rebecca St,1943
13,"","","",Rachel St,1944
13,1150.9,0.2,364,Fritz Ave,1945
13,1151.1,0.1,354,N Market St,1946
13,1151.2,0.2,347,State Rte 849,1947
13,"","","",Juniata River,1948
13,1151.4,0.1,337,Dauphin,1949
13,1151.5,0.2,351,State Rte 849,1950
13,1151.7,0.2,337,Susquehanna River,1951
13,1151.9,0.1,337,US Hwy 322,1952
13,1152.0,2.7,360,State Rte 147,1953
13,1154.7,3.1,1207,Clark's Ferry,1954
13,1157.8,0.9,1259,Jeep Trl,1955
13,1158.7,0.9,1236,PA 225,1956
13,"","","",Peters Mountain Rd,1957
13,1159.6,2.1,1279,Appalachian Trl,1958
13,1161.7,1.7,1171,Peters Mountain,1959
13,1163.4,1.7,1348,Victoria Trl,1960
13,1165.1,3.7,1309,Peters Mountain,1961
13,"","","",PA 325,1962
13,"","","",Clarks Valley Rd,1963
13,1168.8,0.0,538,Appalachian Trl,1964
13,"","","",Clark Creek,1965
13,1170.8,2.0,1410,Dauphin,1966
13,1172.8,2.4,1469,Rattling Run,1967
13,1175.2,5.3,1423,Lebanon,1968
13,"","","",Rausch Gap,1969
13,1180.5,0.2,1013,Rausch Gap,1970
13,"","","",Rausch Gap,1971
13,1180.7,0.0,902,Rausch Creek,1972
13,1180.8,0.4,902,Old RR Bed,1973
13,"","","",Appalachian Trl,1974
13,1181.2,3.2,823,Stony Creek,1975
13,"","","",Greenpoint School Rd,1976
13,1184.4,0.0,564,State Rte 443,1977
13,1185.0,0.1,465,Trout Run,1978
13,"","","",PA 443 (Swatara State Park),1979
13,1185.1,0.0,482,Moonshine Rd,1980
13,1186.3,0.2,524,PA 72 (Swatara State Park),1981
13,1186.5,0.1,459,State Rte 72,1982
13,"","","",Swatara Creek,1983
13,1186.6,0.2,436,Old State Rd,1984
13,1186.8,0.1,439,Swatara Gap,1985
13,"","","",I-81,1986
13,1186.9,1.7,475,I-81,1987
13,1188.6,4.0,1354,Lebanon,1988
13,1192.6,0.1,1499,Schuylkill,1989
13,1192.7,0.4,1492,Berks,1990
13,1193.1,1.0,1469,Appalachian Trl,1991
13,1194.1,0.8,1407,William Penn,1992
13,1194.9,0.2,1325,Appalachian Trl,1993
13,1195.1,0.9,1318,Appalachian Trl,1994
13,1196.0,0.3,1348,Appalachian Trl,1995
13,1196.3,1.8,1210,PA 645,1996
13,"","","",Geary Wolfe Rd,1997
13,1198.1,0.3,1423,PA 501,1998
13,"","","",Pine Grove  PA 17963,1999
13,1198.4,0.3,1443,PA 501,2000
13,"","","",Lancaster Ave,2001
13,"","","",Pilger Ruh Rd,2002
13,1198.7,0.4,1430,Pilger Run Rd,2003
13,1199.1,1.0,1437,Schuylkill,2004
13,1200.1,3.9,1381,Berks,2005
13,1204.0,3.6,1190,Lake/pond/tank,2006
13,1207.6,0.1,1433,PA 183 (south),2007
13,"","","",State Rte 183,2008
13,1207.7,0.3,1430,Appalachian Trl,2009
13,"","","",PA 183 (north),2010
13,1208.0,0.0,1489,Berks,2011
13,1208.1,5.4,1496,Appalachian Trl,2012
13,1213.5,0.0,1601,Appalachian Trl,2013
13,"","","",Schuylkill,2014
13,1213.6,1.5,1587,Eagles Nest,2015
13,1215.1,0.1,1476,Schuylkill,2016
13,1215.2,0.8,1492,Berks,2017
13,1216.0,0.6,1345,Stony Creek,2018
13,1216.6,3.5,1236,Appalachian Trl,2019
13,1220.1,1.9,1433,State Game Land Rd,2020
13,1222.0,0.7,1164,Berks,2021
13,1222.7,0.1,383,Schuylkill,2022
13,1222.8,0.1,390,Little Schuylkill River,2023
13,1222.9,0.1,396,Penn St,2024
13,1223.0,0.2,393,PA 61,2025
13,1223.2,0.2,387,Schuylkill Gap,2026
13,1223.4,0.1,403,State Rte 61,2027
13,"","","",Port Clinton  PA 19549,2028
13,"","","",Port Clinton Ave,2029
13,"","","",Blue Mountain Rd,2030
13,1223.5,"",449,Port Clinton PA,2031
14,1225.8,2.9,1361,Appalachian Trl,2032
14,1228.7,0.1,866,Reservoir Rd,2033
14,"","","",Furnace Creek,2034
14,1228.8,0.0,826,Windsor Furnace,2035
14,"","","",Hamburg Watershed,2036
14,1228.9,0.0,830,Windsor Furnace,2037
14,"","","",Lake/pond/tank,2038
14,1230.5,0.1,1535,Pulpit Rock,2039
14,1230.6,0.1,1525,Reservoir Rd,2040
14,1230.7,2.3,1555,Valley Rim Trl,2041
14,1233.0,2.4,1568,Pinnacle Side Trl,2042
14,1235.4,2.7,1400,Appalachian Trl,2043
14,1238.1,1.0,698,Eckville,2044
14,"","","",Hawk Mountain Road,2045
14,"","","",Hawk Mountain Rd,2046
14,1239.1,0.1,692,Berks,2047
14,1239.2,1.1,721,Appalachian Trl,2048
14,1240.3,0.0,1400,Appalachian Trl,2049
14,"","","",Schuylkill,2050
14,1241.4,3.2,1627,Dans Pulpit,2051
14,1244.6,1.1,1545,Lehigh,2052
14,1245.7,2.0,1492,Allentown,2053
14,"","","",Fort Franklin Road (Blue Mountainhouse Road),2054
14,1247.7,0.0,1354,Fort Franklin Rd,2055
14,1248.1,1.2,1410,Schuylkill,2056
14,1249.3,0.6,1371,Lehigh,2057
14,1249.9,0.3,1358,PA 309,2058
14,"","","",State Rte 309,2059
14,1250.2,3.2,1430,Appalachian Trl,2060
14,1253.4,0.1,1522,Bears Rocks,2061
14,1253.5,1.3,1528,Carbon,2062
14,1254.8,0.4,1430,Bake Oven Knob Road (west side),2063
14,"","","",Bake Oven Knob Road (east side),2064
14,"","","",Bake Oven Rd,2065
14,1255.2,0.6,1591,Bake Oven Knob,2066
14,1255.8,1.1,1384,Bake Oven Knob,2067
14,1256.9,1.0,1528,Carbon,2068
14,1257.9,0.2,1328,Lehigh,2069
14,"","","",Blue Mountain Rd,2070
14,1258.1,0.1,1322,Lehigh Furnace Gap,2071
14,1258.2,2.5,1328,Ashfield Road (Lehigh Furnace Gap),2072
14,"","","",Ashfield Rd,2073
14,"","","",Pennsylvania Tpke NE Exn,2074
14,1260.7,0.8,1564,Pennsylvania Tpke NE Exn,2075
14,1261.5,1.1,1453,Translator Ln,2076
14,1262.6,0.6,1000,George W. Outerbridge,2077
14,1263.2,0.0,436,Slatington  PA 18080,2078
14,"","","",Lehigh Gap West,2079
14,1263.3,0.1,423,State Rte 873,2080
14,"","","",Lehigh River,2081
14,1263.4,0.0,370,Northampton,2082
14,1263.6,0.1,472,State Rte 145,2083
14,1263.7,0.0,465,Lehigh Gap East,2084
14,"","","",State Rte 248,2085
14,1265.6,0.4,1459,Appalachian Trl,2086
14,"","","",Appalachian Trl,2087
14,1266.0,0.1,1463,Appalachian Trl,2088
14,1266.1,0.1,1459,Carbon,2089
14,1266.2,2.3,1459,Appalachian Trl,2090
14,1268.5,0.1,1112,Blue Mountain Drive (Little Gap),2091
14,1268.6,0.2,1105,Danielsville  PA 18038,2092
14,"","","",Blue Mountain Dr,2093
14,1268.8,3.4,1223,Northampton,2094
14,1272.2,0.4,1558,Monroe,2095
14,1272.6,1.5,1555,Monroe,2096
14,1274.1,1.8,1561,Northampton,2097
14,"","","",Smith Gap,2098
14,1275.9,0.0,1548,Smith Gap Vw,2099
14,"","","",Smith Gap,2100
14,1279.3,1.0,1473,Leroy A. Smith,2101
14,1280.3,0.2,1443,Monroe,2102
14,1280.5,3.4,1423,Northampton,2103
14,"","","",State Rte 33,2104
14,"","","",State Rte 33,2105
14,1283.9,0.1,977,Wind Gap,2106
14,"","","",Wind Gap  PA 18091,2107
14,1284.0,2.1,961,PA 115 (Wind Gap),2108
14,"","","",State Rte 115,2109
14,1286.1,2.6,1564,Appalacion Trl,2110
14,1288.7,0.2,1646,Packanack Dr,2111
14,1288.9,0.8,1656,Sunset Dr,2112
14,1289.7,0.1,1610,Monroe,2113
14,1289.8,0.3,1620,Northampton,2114
14,1290.1,0.2,1640,The Little Offset,2115
14,1290.3,0.9,1574,S Valley View Dr,2116
14,"","","",Mt Glen Dr,2117
14,1291.2,0.1,1561,Christine Ct,2118
14,1291.3,0.4,1548,Eagles Vw,2119
14,1291.7,0.9,1482,Eagles Vw,2120
14,1292.6,0.1,1400,PA 191 (Fox Gap),2121
14,"","","",Valley View Dr,2122
14,1292.7,0.5,1368,Fox Gap,2123
14,1293.2,0.2,1430,Kirkridge,2124
14,1293.4,1.6,1525,Kittatinny Mountain,2125
14,1295.0,0.1,1272,Totts Gap Rd,2126
14,1295.1,1.0,1272,Totts Gap,2127
14,1296.1,0.9,1437,Appalachian Trl,2128
14,1297.0,1.0,1459,Rim Rd,2129
14,"","","",Mount Minsi,2130
14,1298.0,0.0,787,Monroe,2131
14,"","","",Pennsylvania,2132
14,1298.4,0.4,639,Lake/pond/tank,2133
14,1298.8,0.1,528,Larson Dr,2134
14,1298.9,0.2,557,Lake Rd,2135
14,1299.1,0.2,488,Caledonia Creek,2136
14,"","","",Lake/pond/tank,2137
14,1299.3,0.1,498,Delaware Water Gap (Lake Lenape),2138
14,1299.4,"",452,Mountain Rd,2139
15,"","","",Delaware Water Gap  PA 18327,2140
15,1299.5,0.1,393,State Rte 611,2141
15,"","","",Delaware Ave,2142
15,"","","",Delaware Water Gap PA,2143
15,1299.6,0.5,383,Delaware Ave,2144
15,1300.1,0.0,291,Delaware River,2145
15,"","","",Warren,2146
15,"","","",New Jersey,2147
15,1300.2,0.6,328,Old Mine Rd,2148
15,1300.8,0.1,305,AT Overflow Parking,2149
15,1300.9,0.1,311,Dunnfield Creek,2150
15,"","","",I-80,2151
15,1301.0,0.1,301,I-80,2152
15,"","","",I-80,2153
15,1301.1,0.1,318,Dunnfield Creek Natural Area,2154
15,1301.2,3.2,328,Dunnfield Creek,2155
15,1304.4,0.7,1348,Viking Trl,2156
15,1305.1,4.9,1381,Sunfish Pond,2157
15,1310.0,0.1,1177,Camp Rd,2158
15,"","","",Yards Creek,2159
15,1310.1,1.3,1200,Mohican Outdoor Center (Camp Road),2160
15,1311.4,1.9,1482,Lake/pond/tank,2161
15,"","","",Fire Road Entrance,2162
15,1313.3,0.0,1246,Millbrook Rd,2163
15,1313.4,0.1,1263,Blairstown Road,2164
15,1313.5,0.2,1295,Lake/pond/tank,2165
15,"","","",Warren,2166
15,1313.7,1.4,1233,Lake/pond/tank,2167
15,1315.1,2.0,1476,Sussex,2168
15,1317.1,0.1,1387,Blue Mountain Lakes Road,2169
15,1317.2,0.0,1387,Blue Mountain Lakes Road,2170
15,"","","",Flatbrookville Stillwater Rd,2171
15,1317.3,1.2,1377,Long Pond Dr,2172
15,1318.5,0.2,1309,Lake/pond/tank,2173
15,1318.7,0.4,1377,Lake/pond/tank,2174
15,1319.1,2.8,1423,Crater Lake,2175
15,1321.9,2.2,1479,Rattlesnake Mountain,2176
15,1324.1,3.4,1187,Brink Road,2177
15,"","","",Bevans Rd,2178
15,"","","",Branchville  NJ 07826,2179
15,1327.5,0.1,918,Lake/pond/tank,2180
15,"","","",US Hwy 206,2181
15,1327.6,0.3,912,Upper North Shore Rd,2182
15,1327.9,0.2,954,Culvers Gap,2183
15,1328.1,0.4,941,Sunrise Mountain Rd,2184
15,1328.5,0.8,1263,Fairview Rd,2185
15,1329.3,1.3,1453,Fairview Rd,2186
15,1330.6,0.1,1328,Stony Brook,2187
15,1330.7,2.3,1328,Gren Anderson,2188
15,"","","",Sunrise Mountain Picnic Shelter,2189
15,1333.0,0.2,1646,Sunrise Mountain,2190
15,1333.2,0.7,1584,Sunrise Mountain Pavilion,2191
15,1333.9,0.8,1417,Crigger Rd,2192
15,1334.7,1.0,1361,Lake/pond/tank,2193
15,1335.7,0.7,1433,Lake/pond/tank,2194
15,1336.4,0.1,1407,Mashipicong,2195
15,1336.5,0.0,1318,Deckertown Turnpike,2196
15,"","","",Deckertown Tpke,2197
15,1337.6,1.8,1407,Upper Mountain Rd,2198
15,1339.4,2.3,1479,Rutherford,2199
15,"","","",NJ 23 (High Point State Park),2200
15,1341.7,0.0,1492,Lake/pond/tank,2201
15,1341.8,1.0,1492,State Rte 23,2202
15,1342.8,0.5,1686,Lake Marcia,2203
15,1343.3,1.4,1351,High Point,2204
15,1344.7,0.8,1095,County Road 519,2205
15,"","","",Greenville Rd,2206
15,1345.5,0.2,971,Courtright Rd,2207
15,1345.7,0.5,990,Lake/pond/tank,2208
15,1346.2,0.4,908,Lake/pond/tank,2209
15,1346.6,0.1,859,Lake/pond/tank,2210
15,1346.7,0.6,869,Ferguson Rd,2211
15,1347.3,0.2,721,Gemmer Rd,2212
15,1347.5,0.8,708,Lake/pond/tank,2213
15,1348.3,0.2,620,Goodrich Rd,2214
15,1348.5,0.3,666,Lake/pond/tank,2215
15,1348.8,0.4,649,Goldsmith Rd,2216
15,"","","",Goldsmith Lane,2217
15,1349.2,0.2,666,Goldsmith Ln,2218
15,1349.4,0.2,603,Sussex,2219
15,"","","",New Jersey,2220
15,"","","",Unionville Road,2221
15,1349.6,0.0,606,Unionville Rd,2222
15,1349.9,0.2,606,Unionville  NY 10988,2223
15,"","","",Quarry Road,2224
15,"","","",Quarry Rd,2225
15,1350.1,0.0,744,Orange,2226
15,"","","",New York,2227
15,1350.5,0.1,587,Jersey Ave,2228
15,1350.6,1.0,587,Lott Road,2229
15,"","","",Lake/pond/tank,2230
15,"","","",NJ 284,2231
15,1351.6,0.4,423,State Rte 284,2232
15,1352.0,0.8,505,Oil City Rd,2233
15,1352.8,0.2,400,State Line Rd,2234
15,1353.0,0.3,377,Wallkill River,2235
15,1353.3,1.2,387,Oil City Rd,2236
15,"","","",Lake/pond/tank,2237
15,1354.5,0.8,396,Lake/pond/tank,2238
15,1355.3,0.5,449,Lake Wallkill Rd,2239
15,1355.8,2.0,921,Pochuck Mountain,2240
15,"","","",Louemma,2241
15,1357.8,0.6,862,Lovemma Ln,2242
15,"","","",NJ 565,2243
15,1358.4,0.8,711,Glenwood Rd,2244
15,1359.2,0.7,793,Lake/pond/tank,2245
15,1359.9,0.0,416,Glenwood  NJ 07418,2246
15,"","","",McAfee Glenwood Rd,2247
15,"","","",Pochuck Creek,2248
15,1360.6,0.0,383,Vernon Valley,2249
15,1361.3,0.1,403,Wawayanda Creek,2250
15,"","","",Canal Road,2251
15,1361.4,0.9,403,Canal Rd,2252
15,"","","",Vernon  NJ 07462,2253
15,1362.3,0.0,439,NJ 94 (Annex),2254
15,"","","",NJ 94,2255
15,"","","",Vernon Warwick Rd,2256
15,1363.8,1.5,1250,Sussex,2257
15,1365.3,1.1,1115,Barrett Road,2258
15,"","","",Barrett Rd,2259
15,"","","",Iron Mountain Rd,2260
15,1366.4,0.2,1046,Double Kill,2261
15,1366.6,0.5,1102,Lake/pond/tank,2262
15,1367.1,0.2,1125,Wawayanda Rd,2263
15,1367.3,0.2,1197,Wawayanda,2264
15,1367.5,0.3,1102,Parker Lake,2265
15,1367.8,1.1,1154,Warwick Turnpike,2266
15,"","","",Warwick Tpke,2267
15,1368.9,0.2,1145,Passaic,2268
15,1369.1,0.1,1128,Longhouse Drive (Brady Road),2269
15,1369.2,1.2,1128,Longhouse Dr,2270
15,1370.4,0.8,1082,Long House Creek,2271
15,"","","",Passaic,2272
15,1371.2,0.0,1377,New Jersey,2273
15,1371.5,0.0,1361,Orange,2274
15,"","","",New York,2275
15,1372.0,0.6,1335,Continale,2276
15,1372.6,0.5,1177,Lake/pond/tank,2277
15,1373.1,3.5,1328,Bellvale Mountain,2278
15,1376.6,0.4,1164,Mount Peter,2279
15,1377.0,0.1,1141,NY 17A,2280
15,"","","",Greenwood Lake  NY 10925,2281
15,1377.1,0.0,1135,State Rte 17A,2282
15,1377.6,1.6,1210,Appalachian Trl,2283
15,"","","",Wildcat,2284
15,1379.2,1.4,1079,Appalachian Trl,2285
15,1380.6,0.1,688,Lakes Road,2286
15,"","","",Lakes Rd,2287
15,1380.7,1.5,636,Trout Brook,2288
15,1382.2,1.8,1246,Lake/pond/tank,2289
15,"","","",West Mombasha Road,2290
15,1384.0,0.0,925,W Mombasha Rd,2291
15,1384.2,1.4,977,Kloibers Pond,2292
15,1385.6,0.0,793,East Mombasha Road,2293
15,"","","",E Mombasha Rd,2294
15,1385.9,1.0,715,Little Dam Lake,2295
15,1386.9,0.1,784,Southfields  NY 10975,2296
15,1387.0,1.7,774,Orange Tpke,2297
15,1388.7,0.1,561,State Rte 17,2298
15,1388.8,0.1,498,Ramapo River,2299
15,"","","",Elk Pen,2300
15,1388.9,0.1,521,New York State Thruway,2301
15,"","","",New York State Thruway,2302
15,1389.0,1.5,606,Arden  NY 10910,2303
15,"","","",Arden Valley Rd,2304
15,1390.5,0.7,1020,Island Pond,2305
15,1391.2,0.3,1302,Island Pond Mountain,2306
15,1391.5,0.8,1059,Lake/pond/tank,2307
15,1392.3,0.7,1095,Surebridge Brook,2308
15,1393.0,0.1,1348,Fingerboard,2309
15,1393.1,0.2,1371,Fingerboard Mountain,2310
15,1393.3,0.8,1325,Orange,2311
15,1394.1,2.2,1190,Arden Valley Rd,2312
15,1396.3,2.0,862,Seven Lakes Pkwy,2313
15,1398.3,1.3,1072,William Brien Memorial,2314
15,1399.6,0.1,1151,Black Mountain,2315
15,1399.7,0.3,1158,Rockland,2316
15,1400.0,0.4,790,Stillwater Brook,2317
15,"","","",Palisades Interstate Pkwy,2318
15,1400.4,0.0,669,Palisades Interstate Pkwy,2319
15,1400.6,0.7,606,Beechy Bottom Brook,2320
15,1401.3,0.1,1062,West Mountain,2321
15,1401.4,1.1,1181,Rockland,2322
15,1402.5,0.6,820,Orange,2323
15,1403.1,0.6,600,Seven Lakes Dr,2324
15,1403.7,1.5,787,Perkins Memorial Dr,2325
15,1405.2,0.1,1286,Bear Mountain,2326
15,1405.3,0.2,1289,Bear Mountain,2327
15,"","","",Perkins Memorial Dr,2328
15,1405.5,0.2,1200,Perkins Memorial Dr,2329
15,1405.7,0.1,1148,Perkins Memorial Dr,2330
15,1405.8,0.3,980,Perkins Memorial Dr,2331
15,1406.1,1.1,931,7 Lakes Dr,2332
15,1407.2,0.2,157,Hessian Lake,2333
15,1407.4,0.1,141,US Rte 202,2334
15,"","","",Lake/pond/tank,2335
15,1407.5,0.3,124,Lake/pond/tank,2336
15,1407.8,0.2,154,Fort Montgomery  NY 10922,2337
15,1408.0,0.1,6,Lake/pond/tank,2338
15,1408.1,0.1,'-4,Westchester,2339
15,1408.2,0.1,'-4,Hudson River,2340
15,"","","",Lake/pond/tank,2341
15,1408.3,"",36,Lake/pond/tank,2342
16,"","","",Bear Mountain  NY 10911,2343
16,1408.3,0.0,127,Bear Mountain NY,2344
16,"","","",Bear Mountain Bridge Rd,2345
16,1408.4,0.1,170,Bear Mountain-Beacon Hwy,2346
16,1408.5,0.1,147,NY 9D,2347
16,1408.6,1.5,213,Putnam,2348
16,1410.1,0.2,472,Military Rd,2349
16,"","","",South Mountain Pass,2350
16,"","","",S Mountain Pass,2351
16,1410.3,0.1,439,Copper Mine Brook,2352
16,"","","",Lake/pond/tank,2353
16,1410.4,0.7,505,Lake/pond/tank,2354
16,1411.1,2.5,826,Canada Hill,2355
16,"","","",State Rte 403,2356
16,"","","",Albany Post Rd,2357
16,"","","",Annsville Creek,2358
16,1413.6,0.2,413,Annsville Creek,2359
16,1413.8,0.3,469,Old Highland Tpke,2360
16,1414.1,0.1,547,Graymoor Village,2361
16,1414.2,0.1,495,Old W Point Rd E,2362
16,1414.3,0.8,475,Assisi Ln,2363
16,1415.1,0.8,764,Little Fort Hill,2364
16,1415.9,1.0,892,Denning Hill,2365
16,1416.9,0.6,600,Old Albany Post Rd,2366
16,"","","",Donnelly Rd,2367
16,"","","",Lake/pond/tank,2368
16,1417.5,0.3,646,Lake/pond/tank,2369
16,1417.8,0.1,820,Canopus Hill,2370
16,1417.9,0.6,787,Lake/pond/tank,2371
16,1418.5,1.0,406,Canopus Hill Rd,2372
16,1419.5,1.1,580,South Highland Road,2373
16,"","","",S Highland Rd,2374
16,1420.6,0.5,859,Lake/pond/tank,2375
16,1421.1,1.0,958,Lake/pond/tank,2376
16,"","","",Dennytown Road,2377
16,1422.1,0.0,859,Dennytown Rd,2378
16,1422.3,1.4,820,Lake/pond/tank,2379
16,1423.7,0.0,780,Sunken Mine Rd,2380
16,"","","",Lake/pond/tank,2381
16,1425.7,0.1,908,Canopus Lake,2382
16,1425.8,0.0,948,NY 301,2383
16,"","","",Cold Spring Tpke,2384
16,"","","",Putnam,2385
16,1426.7,0.5,1036,Canopus Creek,2386
16,1427.2,3.0,971,Canopus Lake,2387
16,1430.2,0.4,1026,Long Hill Road,2388
16,"","","",Long Hill Rd,2389
16,"","","",Dutchess,2390
16,1430.6,1.9,1007,Shenandoah Mountain,2391
16,1432.5,0.1,351,RPH,2392
16,1432.6,0.2,370,Hortontown Rd,2393
16,1432.8,0.0,508,Miller Hill Rd,2394
16,"","","",Taconic State Pkwy,2395
16,"","","",Taconic State Pkwy,2396
16,1432.9,1.6,551,Rockledge Rd,2397
16,1434.5,1.5,1059,Hosner Mountain,2398
16,1436.0,0.1,544,Hosner Mountain Road,2399
16,1436.1,0.6,518,Hosner Mountain Rd,2400
16,1436.7,1.0,954,Stormville Mountain,2401
16,"","","",Stormville  NY 12582,2402
16,"","","",Route 52,2403
16,1437.7,1.0,830,State Rte 52,2404
16,1438.7,0.1,1040,Stormville Mountain Road,2405
16,1438.8,0.2,987,Stormville Mountain Rd,2406
16,"","","",I-84,2407
16,"","","",I-84,2408
16,1439.0,0.0,958,Grape Hollow Rd,2409
16,"","","",Mountain Top Rd,2410
16,1441.3,1.1,1312,Morgan Stewart,2411
16,1442.4,1.8,1207,Depot Hill Road,2412
16,"","","",Depot Hill Rd,2413
16,1444.2,0.1,666,Whaley Lake Stream,2414
16,1444.3,0.0,672,Old NY 55,2415
16,"","","",Old Rte 55,2416
16,"","","",Lake/pond/tank,2417
16,1444.5,0.1,738,Old NY 55 (Nuclear Lake),2418
16,1444.6,0.0,738,Poughquag  NY 12570,2419
16,"","","",Freedom Plains Rd,2420
16,1444.7,1.1,764,NY 55,2421
16,1445.8,0.3,754,Lake/pond/tank,2422
16,1446.1,1.7,754,Nuclear Lake,2423
16,1447.8,0.9,1089,Penny Rd,2424
16,1448.7,0.5,941,Telephone Pioneers,2425
16,1449.2,0.1,557,County Route 20,2426
16,1449.3,0.2,564,W Dover Rd,2427
16,1449.5,0.0,587,Burton Brook,2428
16,"","","",Lake/pond/tank,2429
16,1449.7,1.4,587,Lake/pond/tank,2430
16,1451.1,0.0,456,Dutchess,2431
16,"","","",New York,2432
16,1451.3,0.3,426,Swamp River,2433
16,1451.6,0.1,429,NY 22,2434
16,1451.7,0.2,429,State Rte 55,2435
16,1451.9,4.3,465,Hurds Corner Rd,2436
16,1456.2,0.8,826,Lake/pond/tank,2437
16,1457.0,0.4,744,Leather Hill Rd,2438
16,1457.4,0.2,741,Wiley,2439
16,1457.6,0.1,561,Duell Hollow Road,2440
16,1457.7,0.3,551,Duell Hollow Rd,2441
16,1458.0,0.7,410,Deuel Hollow Brook,2442
16,"","","",Hoyt Road,2443
16,1458.7,0.0,406,Hoyt Rd,2444
16,"","","",Fairfield,2445
16,"","","",Connecticut,2446
16,1459.0,0.2,439,CT 55,2447
16,"","","",Fairfield,2448
16,1459.2,0.1,439,Connecticut,2449
16,"","","",Windgdale  NY 12594,2450
16,1459.3,1.3,439,State Hwy 55,2451
16,"","","",Lake/pond/tank,2452
16,1460.6,0.9,974,Tenmile Hill,2453
16,1461.5,0.2,278,Ten Mile River Lean-to,2454
16,"","","",Tenmile River,2455
16,1461.7,0.0,255,Litchfield,2456
16,"","","",No Official Name Or Unknown,2457
16,1462.7,0.2,416,Bulls Bridge Scenic Area,2458
16,1462.9,0.3,364,Bulls Bridge Road,2459
16,"","","",Bulls Bridge Rd,2460
16,1463.2,0.9,360,Schaghticoke Road,2461
16,"","","",Dutchess,2462
16,1464.1,0.0,1007,New York,2463
16,1465.0,3.9,1259,Schaghticoke Mountain,2464
16,1468.9,0.5,902,Thayer Brook,2465
16,1469.4,0.5,1122,Mount Algo,2466
16,1469.9,0.3,656,Mount Algo Lean-to,2467
16,1470.2,0.1,433,Kent  CT 06757,2468
16,"","","",CT 341,2469
16,1470.3,0.0,419,Old Barn Rd,2470
16,"","","",State Hwy 341,2471
16,1470.4,0.4,360,Macedonia Brook,2472
16,1470.8,2.3,757,Glacier Rock,2473
16,1473.1,0.1,711,Choggam Brook,2474
16,1473.2,0.8,757,Skiff Mountain Rd,2475
16,1474.0,1.1,1033,Calebs Peak,2476
16,"","","",River Road (south),2477
16,1475.1,0.9,383,River Rd,2478
16,1476.0,0.1,416,N Kent No 1 Rd,2479
16,"","","",River Road (north),2480
16,1476.1,1.4,377,North Kent Brook,2481
16,"","","",Stewart Hollow Brook Lean-to,2482
16,1477.5,0.4,390,Stewart Hollow Brook,2483
16,1477.9,2.0,396,Stony Brook,2484
