"Order","Desc","Mile","DTN","DTP","NW","Elev","LPL","HPL","Comment","Link","index","Type","Other"
"46","North Rd","1889.5","0.3","0.1","","777","777","780","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Rd/44.400/-71.112/3","21","W","R"
"47","Androscoggin River","1889.8","0.2","0.3","","698","698","777","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Androscoggin-River/44.404/-71.115/3","21","W","X"
"48","Hogan Rd","1890.0","0.2","0.2","","770","698","774","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Hogan-Rd/44.406/-71.118/3","21","W",""
"49","No Official Name or Unknown","1890.2","4.7","0.2","","770","761","770","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/No-Official-Name-or-Unkn/44.404/-71.121/3","21","W","X"
"50","Cascade Mountain","1894.9","1.1","4.7","","2618","770","2624","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cascade-Mountain/44.434/-71.151/3","21","W",""
"51","Trident Pass","1896.0","0.9","1.1","","2017","2017","2627","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Trident-Pass/44.441/-71.136/3","21","W",""
"52","Leadmine Brook","1896.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Leadmine-Brook/44.442/-71.120/3","21","W",""
"53","Page Pond","1896.9","0.8","0.0","","2224","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Page-Pond/44.442/-71.120/3","21","W",""
"54","Wocket Ledge","1897.7","0.9","0.8","","2801","2217","2801","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wocket-Ledge/44.443/-71.109/3","21","W",""
"55","Dream Lake","1898.6","1.3","0.9","","2627","2591","2844","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Dream-Lake/44.444/-71.094/3","21","W",""
"56","Upper Gentian Pond","1899.9","0.2","1.3","","2549","2532","2762","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Upper-Gentian-Pond/44.454/-71.078/3","21","W",""
"57","Austin Mill Brook","1900.1","0.4","0.2","","2503","2507","2565","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Austin-Mill-Brook/44.455/-71.076/3","21","W",""
"58","Gentian Pond","1900.5","0.2","0.4","","2152","2152","2503","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gentian-Pond/44.454/-71.070/3","21","W",""
"59","Gentian Pond","1900.7","1.9","0.2","","2165","2152","2175","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Gentian-Pond/44.452/-71.070/3","21","W",""
"60","White Mountain National Forest","1900.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/White-Mountain-National-/44.466/-71.048/3","21","W","S"
"61","Coos","1902.6","0.0","0.0","","3326","3326","3326","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Coos/44.466/-71.048/3","21","W","S"
"62","New Hampshire","1902.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/New-Hampshire/44.466/-71.048/3","21","W",""
"63","Mount Success","1903.3","1.8","0.7","","3562","3326","3562","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mount-Success/44.471/-71.039/3","21","W",""
"64","Oxford","1903.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Oxford/44.485/-71.022/3","21","W",""
"65","Maine","1905.1","0.3","0.0","","2969","2969","2969","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Maine/44.485/-71.022/3","21","W",""
"66","Carlo Col","1905.4","0.2","0.3","","3139","2969","3139","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Carlo-Col/44.489/-71.017/3","21","W",""
"67","Carlo Col","1905.6","0.3","0.2","","3185","3139","3211","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Carlo-Col/44.486/-71.013/3","21","W","S"
"68","Mount Carlo","1905.9","1.3","0.3","","3562","3185","3562","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mount-Carlo/44.489/-71.008/3","21","W",""
"69","Goose Eye Mountain","1907.2","1.5","1.3","","3822","3156","3822","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Goose-Eye-Mountain/44.503/-70.999/3","21","W",""
"70","North Peak","1908.7","1.0","1.5","","3664","3369","3822","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Peak/44.516/-70.988/3","21","W",""
"71","Full Goose","1909.7","0.5","1.0","","2972","2972","3664","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Full-Goose/44.525/-70.981/3","21","W",""
"72","South Peak","1910.2","1.0","0.5","","3379","2949","3379","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/South-Peak/44.530/-70.980/3","21","W","S"
"73","Mahoosuc Notch","1911.2","2.2","1.0","","2503","2470","3385","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mahoosuc-Notch/44.539/-70.990/3","21","W",""
"74","Mahoosuc Arm","1913.4","0.6","2.2","","3733","2135","3740","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mahoosuc-Arm/44.561/-70.978/3","21","W",""
"75","Pond Brook","1913.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pond-Brook/44.563/-70.971/3","21","W",""
"76","Speck Pond","1914.0","0.2","0.0","","3405","3405","3753","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Speck-Pond/44.563/-70.972/3","21","W",""
"77","Speck Pond","1914.2","4.4","0.2","","3425","3405","3428","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Speck-Pond/44.565/-70.974/3","21","W",""
"78","NH 26 (Grafton Notch)","1918.6","0.1","4.4","","1502","1502","4019","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/NH-26-Grafton-Notch/44.590/-70.948/3","21","W","S"
"79","Bear River Rd","1918.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bear-River-Rd/44.590/-70.946/3","21","W",""
"80","Bear River","1918.7","2.3","0.0","","1492","1492","1492","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bear-River/44.591/-70.945/3","21","W",""
"81","Baldpate Lean-to","1921.0","0.7","2.3","","2677","1492","2660","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Baldpate-Lean-to/44.599/-70.912/3","21","W","X"
"82","West Peak","1921.7","0.9","0.7","","3664","2677","3664","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Peak/44.602/-70.902/3","21","W","S"
"83","Baldpate Mountain","1922.6","0.0","0.9","","3782","3415","3782","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Baldpate-Mountain/44.609/-70.892/3","21","W",""
"84","East Peak","1922.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/East-Peak/44.609/-70.892/3","21","W",""
"85","Little Baldpate Mountain","1923.0","1.3","0.4","","3431","3418","3786","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Baldpate-Mountain/44.615/-70.892/3","21","W",""
"86","Frye Notch Lean-to","1924.3","3.6","1.3","","2319","2319","3431","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Frye-Notch-Lean-to/44.628/-70.900/3","21","W",""
"87","West Branch Ellis River","1927.9","0.8","3.6","","1259","1266","2860","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Branch-Ellis-River/44.661/-70.899/3","21","W","S"
"88","Andover ME 04216","1927.9","","","","","","","44.630000 -70.750000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Andover-ME-04216/44.668/-70.893/3","21","W",""
"89","East B Hill Road","1927.9","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/East-B-Hill-Road/44.668/-70.893/3","21","W",""
"90","E B Hill Rd","1928.7","1.8","0.0","","1486","1479","1482","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/E-B-Hill-Rd/44.668/-70.893/3","21","W",""
"91","Burroughs Brook","1930.5","2.8","0.0","","2050","2047","2053","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Burroughs-Brook/44.674/-70.864/3","21","W","R X"
"92","Surplus Pond","1930.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Surplus-Pond/44.674/-70.865/3","21","W",""
"93","Wyman Mountain","1933.3","1.1","2.8","","2919","2047","2923","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Wyman-Mountain/44.689/-70.837/3","21","W",""
"94","Moody Brook","1934.4","0.1","1.1","","2578","2473","2919","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Moody-Brook/44.700/-70.826/3","21","W",""
"95","Hall Mountain Lean-to","1934.5","1.2","0.1","","2621","2578","2621","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Hall-Mountain-Lean-to/44.701/-70.825/3","21","W",""
"96","Sawyer Notch","1935.7","0.1","1.2","","1112","1112","1112","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sawyer-Notch/44.712/-70.815/3","21","W","S"
"97","Sawyer Brook","1935.8","2.6","0.1","","1089","1089","1112","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sawyer-Brook/44.713/-70.815/3","21","W","X"
"98","S Arm Rd","1935.8","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/S-Arm-Rd/44.721/-70.786/3","21","W",""
"99","Black Brook","1938.4","0.0","2.6","","1404","1089","2440","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Black-Brook/44.721/-70.786/3","21","W",""
"100","Oxford","1939.2","1.3","0.8","","2490","1427","2473","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Oxford/44.729/-70.779/3","21","W","X"
"101","Franklin","1940.5","0.5","1.3","","3100","2470","3100","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Franklin/44.743/-70.770/3","21","W",""
"102","Old Blue Mountain","1941.0","3.9","0.5","","3562","3100","3576","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Old-Blue-Mountain/44.747/-70.765/3","21","W",""
"103","Bemis Mountain","1944.9","1.7","3.9","","3562","2936","3562","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bemis-Mountain/44.795/-70.768/3","21","W",""
"104","Bemis Mountain Lean-to","1946.6","3.7","1.7","","2814","2814","3562","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bemis-Mountain-Lean-to/44.810/-70.756/3","21","W",""
"105","Bemis Stream","1950.3","0.8","3.7","","1496","1496","2903","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bemis-Stream/44.835/-70.720/3","21","W","S"
"106","State Rte 17","1951.1","0.8","0.8","","2214","1496","2214","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Rte-17/44.836/-70.710/3","21","W",""
"107","Spruce Mountain","1951.9","2.2","0.8","","2506","2214","2519","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spruce-Mountain/44.843/-70.699/3","21","W","X"
"108","Trl C","1954.1","0.1","2.2","","2381","2335","2703","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Trl-C/44.847/-70.663/3","21","W",""
"109","Lake/pond/tank","1954.2","0.0","0.1","","2358","2355","2381","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/44.846/-70.662/3","21","W","X"
"110","Lake/pond/tank","1954.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/44.846/-70.662/3","21","W",""
"111","Long Pond","1954.3","0.4","0.1","","2326","2327","2355","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Long-Pond/44.844/-70.663/3","21","W",""
"112","Sabbath Day Pond Lean-to","1954.7","0.4","0.0","","2375","2326","2375","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sabbath-Day-Pond-Lean-to/44.841/-70.663/3","21","W",""
"113","Trl A","1954.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Trl-A/44.841/-70.663/3","21","W","S X"
"114","Sabbath Day Pond","1954.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sabbath-Day-Pond/44.840/-70.662/3","21","W","S X"
"115","Trl A","1955.1","0.1","0.4","","2398","2372","2417","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Trl-A/44.843/-70.658/3","21","W","S X"
"116","Four Ponds Brook","1955.2","2.6","0.1","","2372","2368","2397","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Four-Ponds-Brook/44.843/-70.656/3","21","W","X"
"117","Lake/pond/tank","1957.8","1.4","2.6","","2650","2372","2919","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/44.846/-70.612/3","21","W",""
"118","Lake/pond/tank","1959.2","1.1","1.4","","2434","2424","2660","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/44.851/-70.590/3","21","W",""
"119","Chandler Mill Stream","1960.3","1.5","1.1","","2178","2179","2480","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Chandler-Mill-Stream/44.858/-70.581/3","21","W",""
"120","South Pond","1961.8","","1.5","","2178","2178","2378","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/South-Pond/44.867/-70.559/3","21","W",""
"1","Oquossoc ME 04964","","","","","","","","44.970000 -70.770000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Oquossoc-ME-04964/44.887/-70.540/3","22","W","X"
"2","ME 4","","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/ME-4/44.887/-70.541/3","22","W",""
"3","State Rte 4","","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/State-Rte-4/44.887/-70.541/3","22","W",""
"4","Rangely ME","1963.8","0.1","0.0","","1610","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Rangely-ME/44.887/-70.540/3","22","W",""
"5","Sandy River","1963.9","0.6","0.1","","1578","1574","1610","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sandy-River/44.888/-70.539/3","22","W","R X"
"6","Beech Hill Rd","1964.5","1.1","0.6","","1870","1579","1870","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Beech-Hill-Rd/44.893/-70.535/3","22","W",""
"7","Piazza Rock Lean-to","1965.6","0.8","1.1","","2083","1870","2086","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Piazza-Rock-Lean-to/44.904/-70.531/3","22","W","X"
"8","Lake/pond/tank","1966.4","0.3","0.8","","2358","2066","2358","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/44.909/-70.524/3","22","W","S"
"9","Saddleback Stream","1966.7","0.3","0.3","","2509","2355","2522","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Saddleback-Stream/44.912/-70.524/3","22","W",""
"10","Lake/pond/tank","1967.0","0.3","0.3","","2631","2509","2634","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/44.915/-70.526/3","22","W",""
"11","Cascade Stream","1967.3","2.0","0.0","","2637","2631","2664","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cascade-Stream/44.918/-70.523/3","22","W",""
"12","Eddy Pond","1967.3","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Eddy-Pond/44.918/-70.524/3","22","W",""
"13","Saddleback Mountain","1969.3","1.5","2.0","","4117","2631","4117","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Saddleback-Mountain/44.936/-70.505/3","22","W",""
"14","The Horn","1970.8","1.9","1.5","","4012","3536","4120","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/The-Horn/44.951/-70.487/3","22","W",""
"15","Saddleback Junior","1972.7","1.3","1.9","","3635","3024","4022","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Saddleback-Junior/44.958/-70.458/3","22","W",""
"16","Poplar Ridge Lean-to","1974.0","2.6","1.3","","2952","2877","3635","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Poplar-Ridge-Lean-to/44.970/-70.446/3","22","W",""
"17","Orbeton Stream","1976.6","3.0","2.6","","1558","1558","3044","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Orbeton-Stream/44.973/-70.407/3","22","W","S"
"18","Lone Mountain","1979.6","2.1","3.0","","3244","1558","3257","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lone-Mountain/44.974/-70.362/3","22","W",""
"19","Spaulding Mountain Lean-to","1981.7","4.9","2.1","","3120","3090","3290","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Spaulding-Mountain-Lean-/44.996/-70.342/3","22","W",""
"20","South Branch Carrabasset River","1986.6","0.1","4.9","","2139","2139","3871","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/South-Branch-Carrabasset/45.039/-70.343/3","22","W","S"
"21","Caribou Valley Road (pull-off 1)","1986.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Caribou-Valley-Road-pull/45.040/-70.345/3","22","W",""
"22","Caribou Valley Road (pull-off 2)","1986.7","0.0","0.1","","2211","2204","2211","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Caribou-Valley-Road-pull/45.040/-70.345/3","22","W",""
"23","Caribou Pond Rd","1986.8","1.9","0.1","","2244","2211","2237","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Caribou-Pond-Rd/45.040/-70.346/3","22","W",""
"24","South Crocker Mountain","1988.7","0.9","1.9","","4022","2240","4021","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/South-Crocker-Mountain/45.036/-70.376/3","22","W","X"
"25","Crocker Mountain","1989.6","5.0","0.9","","4219","3671","4217","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Crocker-Mountain/45.047/-70.383/3","22","W",""
"26","Stratton ME 04982","1989.6","","","","","","","45.130000 -70.430000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Stratton-ME-04982/45.103/-70.357/3","22","W",""
"27","ME 27","1989.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/ME-27/45.103/-70.357/3","22","W",""
"28","Carrabassett Dr","1994.6","0.9","0.0","","1391","1394","1394","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Carrabassett-Dr/45.104/-70.357/3","22","W",""
"29","No Official Name Or Unknown","1994.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/No-Official-Name-Or-Unkn/45.112/-70.350/3","22","W","R X"
"30","No Official Name Or Unknown","1995.5","0.1","0.0","","1276","1256","1397","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/No-Official-Name-Or-Unkn/45.112/-70.350/3","22","W","R X"
"31","Stratton Brook Rd","1995.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Stratton-Brook-Rd/45.112/-70.350/3","22","W","X"
"32","Stratton Brook","1995.6","0.5","0.1","","1236","1236","1295","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Stratton-Brook/45.114/-70.350/3","22","W","X"
"33","Cranberry Peak Rd","1996.1","3.4","0.5","","1312","1236","1315","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Cranberry-Peak-Rd/45.120/-70.349/3","22","W",""
"34","Horns Pond Day Use Shelter","1996.1","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Horns-Pond-Day-Use-Shelt/45.144/-70.331/3","22","W","X"
"35","Franklin","1999.5","0.1","0.0","","3149","3143","3143","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Franklin/45.144/-70.331/3","22","W","X"
"36","The Horns Pond","1999.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/The-Horns-Pond/45.144/-70.331/3","22","W","S"
"37","Horns Pond Lean-to (east)","1999.6","0.0","0.1","","3152","3143","3150","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Horns-Pond-Lean-to-east/45.144/-70.330/3","22","W","S"
"38","Horns Pond Lean-to (west)","1999.6","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Horns-Pond-Lean-to-west/45.144/-70.330/3","22","W","S"
"39","The Horns","2000.1","1.1","0.5","","3782","3152","3782","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/The-Horns/45.145/-70.323/3","22","W","S"
"40","Somerset","2001.2","0.8","1.1","","3435","3284","3795","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Somerset/45.144/-70.303/3","22","W",""
"41","Mount Bigelow","2002.0","0.1","0.8","","4045","3435","4061","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Mount-Bigelow/45.147/-70.289/3","22","W",""
"42","West Peak","2002.1","0.3","0.1","","4127","4045","4128","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Peak/45.147/-70.288/3","22","W",""
"43","Avery Col","2002.4","0.4","0.3","","3802","3809","4133","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Avery-Col/45.147/-70.283/3","22","W",""
"44","Avery Peak","2002.8","4.5","0.4","","4064","3769","4068","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Avery-Peak/45.147/-70.276/3","22","W","S"
"45","Little Bigelow Mountain","2007.3","2.1","4.5","","3044","2201","4066","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Bigelow-Mountain/45.134/-70.217/3","22","W",""
"46","Little Bigelow Lean-to","2009.4","1.3","2.1","","1791","1791","3044","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Little-Bigelow-Lean-to/45.139/-70.192/3","22","W",""
"47","Bog Brook Road","2010.7","0.1","1.3","","1167","1167","1791","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bog-Brook-Road/45.135/-70.174/3","22","W","S"
"48","Bog Brook Road","2010.7","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bog-Brook-Road/45.135/-70.172/3","22","W",""
"49","E Flagstaff Rd","2010.8","0.2","0.0","","1161","1161","1167","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/E-Flagstaff-Rd/45.135/-70.172/3","22","W",""
"50","Bog Brook Rd","2011.0","0.0","0.2","","1164","1154","1200","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bog-Brook-Rd/45.135/-70.169/3","22","W","X"
"51","Bog Brook","2011.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bog-Brook/45.135/-70.168/3","22","W","X"
"52","Flagstaff Lake","2011.4","2.4","0.4","","1145","1145","1161","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Flagstaff-Lake/45.139/-70.168/3","22","W","X"
"53","Long Falls Dam Rd","2011.4","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Long-Falls-Dam-Rd/45.156/-70.154/3","22","W",""
"54","Jerome Brook","2013.8","0.0","2.4","","1230","1230","1247","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Jerome-Brook/45.156/-70.154/3","22","W",""
"55","Pond Stream","2016.4","0.7","2.6","","1351","1230","1968","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pond-Stream/45.158/-70.112/3","22","W","X"
"56","West Carry Pond Lean-to","2017.1","0.6","0.7","","1322","1315","1351","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Carry-Pond-Lean-to/45.158/-70.100/3","22","W",""
"57","West Carry Pond","2017.7","1.8","0.6","","1315","1315","1341","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/West-Carry-Pond/45.164/-70.097/3","22","W","S"
"58","Lane Pond Rd","2019.5","0.3","1.8","","1259","1256","1482","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lane-Pond-Rd/45.178/-70.076/3","22","W",""
"59","E Carry Rd","2019.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/E-Carry-Rd/45.179/-70.072/3","22","W","X"
"60","Sandy Stream","2019.5","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Sandy-Stream/45.178/-70.073/3","22","W","X"
"61","Middle Carry Pond","2019.8","1.2","0.0","","1233","1228","1233","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Middle-Carry-Pond/45.178/-70.073/3","22","W","X"
"62","East Carry Pond","2021.0","1.9","1.2","","1233","1233","1305","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/East-Carry-Pond/45.188/-70.056/3","22","W","X"
"63","Scott Rd","2022.9","0.2","1.9","","1292","1233","1341","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Scott-Rd/45.203/-70.073/3","22","W",""
"64","Lake/pond/tank","2023.1","0.5","0.2","","1250","1250","1292","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.206/-70.072/3","22","W","X"
"65","Lake/pond/tank","2023.6","0.1","0.5","","1154","1155","1256","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.211/-70.070/3","22","W",""
"66","North Branch Carrying Place Stream","2023.7","3.5","0.1","","1158","1154","1158","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/North-Branch-Carrying-Pl/45.211/-70.071/3","22","W",""
"67","Pierce Pond Lean-to","2027.2","0.1","3.5","","1171","1151","1535","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pierce-Pond-Lean-to/45.240/-70.056/3","22","W",""
"68","Pierce Pond","2027.2","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Pierce-Pond/45.240/-70.055/3","22","W","S"
"69","Lake/pond/tank","2027.3","0.0","0.1","","1135","1135","1138","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.240/-70.054/3","22","W","S"
"70","Lake/pond/tank","2027.4","0.1","0.1","","1118","1118","1135","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.239/-70.053/3","22","W",""
"71","Lake/pond/tank","2027.5","0.1","0.1","","1112","1112","1128","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.239/-70.052/3","22","W",""
"72","Lake/pond/tank","2027.6","0.2","0.1","","1099","1082","1112","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Lakepondtank/45.239/-70.050/3","22","W",""
"73","Bowtown Rd","2027.8","1.1","0.2","","1059","1059","1099","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Bowtown-Rd/45.239/-70.046/3","22","W",""
"74","Otter Pond Stream","2028.9","1.8","1.1","","830","826","1059","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Otter-Pond-Stream/45.242/-70.027/3","22","W","X"
"75","Kennebec River","2030.7","0.3","1.8","","492","491","849","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Kennebec-River/45.236/-70.001/3","22","W",""
"76","Caratunk ME 04925","2031.0","0.1","0.3","","518","485","518","45.230000 -69.980000","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Caratunk-ME-04925/45.238/-69.996/3","22","W",""
"77","ME 201","2031.0","","","","","","","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/ME-201/45.239/-69.996/3","22","W","R"
"78","US Hwy 201","2031.1","0.0","0.1","","528","518","523","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/US-Hwy-201/45.238/-69.996/3","22","W","R"
"79","Holly Brook","2033.2","2.5","2.1","","790","534","1040","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Holly-Brook/45.261/-69.976/3","22","W","X"
"80","Holly Brook","2035.7","0.7","2.5","","1289","790","1295","","https://www.postholer.com/databook/Appalachian-Trail/Waypoint/Holly-Brook/45.275/-69.937/3","22","W",""
